CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,USER_ID,NAME,CITY,GENDER
U000038,-22,4,4346.73,3,5,5,355,Need Attention,U000038,Tracey Wilson,West Ryan,Other
U000039,-310,1,133.71,5,1,1,511,Potential Loyalists,U000039,Samantha Hanson,Nguyenport,Female
U000040,-106,1,1098.99,4,1,3,413,Potential Loyalists,U000040,James Ortega,Richardtown,Female
U000041,198,1,881.41,2,1,3,213,Hibernating,U000041,Jason Floyd,Leonburgh,Female
U000042,214,5,1216.75,2,5,3,253,At Risk,U000042,Justin Beck,East Andrew,Male
U000043,-293,2,733.69,5,2,3,523,Potential Loyalists,U000043,Thomas Atkinson,Lake Heather,Male
U000044,278,4,4098.35,1,5,5,155,At Risk,U000044,John Douglas,Robinsonhaven,Female
U000046,-27,3,1716.68,3,4,4,344,Need Attention,U000046,Jennifer Wagner,Greenbury,Male
U000047,136,2,2936.69,2,2,5,225,Hibernating,U000047,Joshua Strickland,Lake Justinview,Female
U000048,-58,3,1989.77,4,4,4,444,Loyal Customers,U000048,Patricia Miller,North Robert,Male
U000049,-244,1,1821.99,5,1,4,514,Potential Loyalists,U000049,Steven Brown,Port Nicoleshire,Female
U000050,359,1,1953.62,1,1,4,114,Hibernating,U000050,Adam Bell,South Jeffrey,Female
U000051,-291,2,774.78,5,2,3,523,Potential Loyalists,U000051,Anthony Rogers,South Brittanytown,Other
U000052,-298,1,566.53,5,1,2,512,Potential Loyalists,U000052,Roy Camacho,Murphyfurt,Female
U000053,-74,3,659.86,4,4,2,442,Loyal Customers,U000053,Stephanie Fisher,Jeffreyland,Male
U000055,-179,2,3151.65,4,2,5,425,Potential Loyalists,U000055,Stacie Marshall,Port Loriport,Female
U000056,131,4,840.08,2,5,3,253,At Risk,U000056,Anthony Collins,New Hannahbury,Other
U000057,-304,1,369.87,5,1,2,512,Potential Loyalists,U000057,Kendra Jefferson,Amandastad,Male
U000059,-203,2,1608.03,5,2,4,524,Potential Loyalists,U000059,Ryan Gross,Petersenshire,Male
U000060,-29,2,1192.37,3,2,3,323,Need Attention,U000060,Melissa Rivas,Rogersfort,Other
U000061,-256,1,378.6,5,1,2,512,Potential Loyalists,U000061,Hunter Lewis,New Stacyland,Female
U000062,61,1,189.79,3,1,1,311,Need Attention,U000062,Richard Peters,Mcguireland,Other
U000063,-175,1,483.6,4,1,2,412,Potential Loyalists,U000063,Richard Sanchez,Michaelmouth,Other
U000064,-72,1,704.05,4,1,3,413,Potential Loyalists,U000064,John Martinez,East Javier,Female
U000065,141,1,37.9,2,1,1,211,Hibernating,U000065,Jenny Bray,Harrytown,Other
U000066,-259,2,144.57,5,2,1,521,Potential Loyalists,U000066,David Williams,Garciatown,Male
U000067,-238,2,470.63,5,2,2,522,Potential Loyalists,U000067,Taylor Alexander,Port Cameronfort,Other
U000068,7,2,423.18,3,2,2,322,Need Attention,U000068,Crystal Brown,North Angela,Male
U000069,-222,1,688.64,5,1,3,513,Potential Loyalists,U000069,Caitlin Montgomery,Torreston,Male
U000070,32,3,4528.58,3,4,5,345,Need Attention,U000070,Jody Meza,East Glenn,Other
U000071,-126,2,346.91,4,2,2,422,Potential Loyalists,U000071,Aaron Hayes,Jacquelinemouth,Male
U000072,15,1,247.88,3,1,1,311,Need Attention,U000072,Jesus Baker,West Margaret,Female
U000073,-266,1,323.24,5,1,2,512,Potential Loyalists,U000073,Gabriel Parker,Benderhaven,Male
U000074,-13,1,2571.53,3,1,5,315,Need Attention,U000074,Samuel George,North Jeremyshire,Male
U000076,23,1,82.64,3,1,1,311,Need Attention,U000076,Ryan Olsen,Port Eugenechester,Female
U000077,33,2,304.5,3,2,2,322,Need Attention,U000077,Keith Landry,Port Richardhaven,Female
U000078,-304,4,2131.08,5,5,4,554,Champions,U000078,Aaron Booth,Cindyfort,Female
U000079,-181,4,542.65,5,5,2,552,Loyal Customers,U000079,Kathleen Harris,Martinezbury,Other
U000080,80,1,276.29,3,1,1,311,Need Attention,U000080,Lance Smith,Lake Marilynfort,Female
U000081,160,2,766.73,2,2,3,223,Hibernating,U000081,Kelly Thornton,Arnoldfurt,Male
U000082,-59,4,3462.52,4,5,5,455,Loyal Customers,U000082,Carol Francis,Sarahhaven,Female
U000083,125,4,3190.13,2,5,5,255,At Risk,U000083,Aaron Barber,Reedside,Female
U000084,-231,4,3012.96,5,5,5,555,Champions,U000084,Nicholas Cantu,Port Kimberly,Male
U000085,293,1,3003.15,1,1,5,115,Hibernating,U000085,Julie Thornton,South Tammie,Other
U000086,-190,1,30.81,5,1,1,511,Potential Loyalists,U000086,Tammy Rivera,Smithberg,Female
U000087,-253,2,578.89,5,2,2,522,Potential Loyalists,U000087,Diana Moore,Santosmouth,Other
U000088,343,7,2405.88,1,5,5,155,At Risk,U000088,Michele James,East Crystalport,Other
U000089,102,2,304.79,2,2,2,222,Hibernating,U000089,Julie Hamilton,Jacksonport,Other
U000090,-266,2,368.3,5,2,2,522,Potential Loyalists,U000090,Brandon Flynn,Knightburgh,Male
U000091,233,1,457.74,1,1,2,112,Hibernating,U000091,Christian Pitts,Littlemouth,Other
U000092,-316,2,543.08,5,2,2,522,Potential Loyalists,U000092,Albert Ballard,Vanessaport,Other
U000093,296,2,269.51,1,2,1,121,Hibernating,U000093,Roger Wright,South Ashley,Male
U000094,269,1,302.06,1,1,2,112,Hibernating,U000094,Victoria Phillips,New Julieport,Other
U000095,116,2,76.41,2,2,1,221,Hibernating,U000095,Jerry Pham,Lake Colton,Other
U000096,310,3,1258.41,1,4,4,144,At Risk,U000096,Benjamin Kramer,Markchester,Male
U000097,234,3,3956.51,1,4,5,145,At Risk,U000097,David Ryan,Coffeyport,Male
U000098,284,2,739.95,1,2,3,123,Hibernating,U000098,Matthew Wilson,Coffeyside,Female
U000099,157,1,22.25,2,1,1,211,Hibernating,U000099,Krystal Smith,Brendastad,Female
U000101,-67,1,307.82,4,1,2,412,Potential Loyalists,U000101,Darryl Williams,New Derek,Other
U000102,165,2,336.63,2,2,2,222,Hibernating,U000102,Ellen Paul,Penafort,Other
U000103,2,2,475.43,3,2,2,322,Need Attention,U000103,Sheila Ramirez,Lake Michaelstad,Other
U000104,-196,2,1388.81,5,2,4,524,Potential Loyalists,U000104,Joshua Donaldson,North Kristinbury,Male
U000106,347,2,594.75,1,2,2,122,Hibernating,U000106,Tracey Huerta,West Kristybury,Female
U000107,279,4,900.8,1,5,3,153,At Risk,U000107,Alfred Baker,South Shanestad,Male
U000108,304,1,15.29,1,1,1,111,Hibernating,U000108,Daniel Gordon,Stephentown,Male
U000111,186,3,2106.75,2,4,4,244,At Risk,U000111,Jacqueline Farrell,Mariafurt,Female
U000112,-11,1,234.41,3,1,1,311,Need Attention,U000112,Cody Simmons,Port Christopherchester,Female
U000114,46,2,1278.09,3,2,4,324,Need Attention,U000114,Jennifer Schmitt,Lake Timothy,Male
U000115,-54,2,266.44,4,2,1,421,Potential Loyalists,U000115,Michael Hawkins,New Sarahview,Other
U000116,301,2,1445.6,1,2,4,124,Hibernating,U000116,Joshua Farmer,Jonestown,Other
U000117,106,3,2378.43,2,4,5,245,At Risk,U000117,Alyssa Bennett,Kimberlyshire,Female
U000118,193,2,3541.54,2,2,5,225,Hibernating,U000118,Nicole Moore,Tuckermouth,Male
U000119,218,6,6665.53,2,5,5,255,At Risk,U000119,Jason Hunt,Brandonfurt,Other
U000120,218,3,1164.73,2,4,3,243,At Risk,U000120,Brian Harris,Davidfort,Female
U000121,31,5,3613.94,3,5,5,355,Need Attention,U000121,Gregory James,South Michelleton,Female
U000123,333,1,766.52,1,1,3,113,Hibernating,U000123,Mark Solis,Richardbury,Female
U000124,60,1,248.41,3,1,1,311,Need Attention,U000124,Richard Miller,New Cynthiahaven,Male
U000125,-147,2,1023.19,4,2,3,423,Potential Loyalists,U000125,Rebecca Bailey,New Eric,Female
U000126,210,2,464.61,2,2,2,222,Hibernating,U000126,Charles Bean,Maldonadoshire,Male
U000127,-241,6,5147.18,5,5,5,555,Champions,U000127,Valerie Morris,Laurashire,Male
U000128,259,1,150.32,1,1,1,111,Hibernating,U000128,William Collins,Lake Michelleland,Other
U000130,280,2,266.45,1,2,1,121,Hibernating,U000130,Susan Hayes,North John,Other
U000131,128,4,1138.86,2,5,3,253,At Risk,U000131,Scott Mills,Schroederton,Female
U000132,-57,1,222.45,4,1,1,411,Potential Loyalists,U000132,Deborah Jones,West Christopher,Other
U000134,-173,2,1234.26,4,2,3,423,Potential Loyalists,U000134,Elizabeth Calderon,West Kyleborough,Female
U000136,247,3,4246.74,1,4,5,145,At Risk,U000136,Eric White,South Cheryl,Female
U000137,-18,2,1622.9,3,2,4,324,Need Attention,U000137,Kristen Young,West Erika,Female
U000139,-175,3,1481.58,4,4,4,444,Loyal Customers,U000139,Brett Castillo,Christopherburgh,Male
U000140,57,1,283.47,3,1,2,312,Need Attention,U000140,Rebecca Hernandez,Sarahchester,Other
U000141,-271,2,239.78,5,2,1,521,Potential Loyalists,U000141,Wayne Young,Laceyberg,Female
U000142,336,2,1569.41,1,2,4,124,Hibernating,U000142,Samantha Kennedy,North Andrewborough,Male
U000143,-67,1,218.7,4,1,1,411,Potential Loyalists,U000143,Ana Acosta,Davidbury,Male
U000144,-266,1,892.92,5,1,3,513,Potential Loyalists,U000144,Laura Bryant,Lake Zacharybury,Male
U000145,-173,2,1779.46,4,2,4,424,Potential Loyalists,U000145,Kelly Smith,New Theresaland,Male
U000146,136,3,3263.04,2,4,5,245,At Risk,U000146,Amy Hartman,Zavalaview,Other
U000147,-156,2,798.85,4,2,3,423,Potential Loyalists,U000147,Michael Jones,Dennisstad,Male
U000149,62,2,344.46,3,2,2,322,Need Attention,U000149,Sherry Johnson,Sarahhaven,Female
U000151,286,2,461.2,1,2,2,122,Hibernating,U000151,Micheal Preston,South Heather,Male
U000152,-196,1,4.87,5,1,1,511,Potential Loyalists,U000152,Laura Adams,New Kelly,Female
U000153,-290,3,1908.06,5,4,4,544,Champions,U000153,Mark Phillips,Bellton,Female
U000154,-230,2,1289.05,5,2,4,524,Potential Loyalists,U000154,Rhonda Mendez,Lake Danastad,Other
U000155,150,1,4047.79,2,1,5,215,Hibernating,U000155,Kara Moore,East Carlosstad,Female
U000156,-22,1,41.57,3,1,1,311,Need Attention,U000156,Stacy Johnson,Hinesshire,Other
U000157,249,6,5666.25,1,5,5,155,At Risk,U000157,Michael Edwards,South April,Female
U000158,-49,2,1680.7,4,2,4,424,Potential Loyalists,U000158,David Hampton,Gonzalezberg,Other
U000159,156,7,1771.7,2,5,4,254,At Risk,U000159,Shannon Roach,Elizabethland,Male
U000160,-86,4,2364.53,4,5,5,455,Loyal Customers,U000160,Kelly Evans,Port Michael,Other
U000161,-243,4,1934.21,5,5,4,554,Champions,U000161,Tracie Conner,Tannerside,Other
U000162,-74,1,62.52,4,1,1,411,Potential Loyalists,U000162,Nicole Jones,Hammondshire,Male
U000163,-260,2,1383.88,5,2,4,524,Potential Loyalists,U000163,Teresa Day,Port Kimberly,Other
U000164,-153,1,179.19,4,1,1,411,Potential Loyalists,U000164,Hunter Burch,West Fred,Other
U000165,108,2,189.24,2,2,1,221,Hibernating,U000165,Jenna Reed,Davidport,Female
U000166,309,3,389.84,1,4,2,142,At Risk,U000166,Clarence Davidson,Meganshire,Other
U000167,228,1,1324.11,1,1,4,114,Hibernating,U000167,Michelle Miller,South Pamelaside,Female
U000168,127,6,2113.44,2,5,4,254,At Risk,U000168,Sue Webb,East Scottfort,Male
U000169,-68,2,1475.35,4,2,4,424,Potential Loyalists,U000169,Matthew Thomas,Zacharyville,Female
U000170,-80,3,713.69,4,4,3,443,Loyal Customers,U000170,Steven Adams,Wrightburgh,Female
U000171,124,2,1688.8,2,2,4,224,Hibernating,U000171,Sarah Griffith,Jimenezport,Male
U000172,-240,4,3196.81,5,5,5,555,Champions,U000172,Christopher Long,Brandonport,Female
U000173,361,1,1352.63,1,1,4,114,Hibernating,U000173,Nicole Pena,Andersonview,Male
U000174,-161,2,996.11,4,2,3,423,Potential Loyalists,U000174,Kathryn Diaz,Angelaland,Other
U000175,-22,4,3955.13,3,5,5,355,Need Attention,U000175,Shannon Pierce,Angelastad,Other
U000176,13,1,172.07,3,1,1,311,Need Attention,U000176,James Hicks,Stoneberg,Female
U000178,44,2,1702.03,3,2,4,324,Need Attention,U000178,Jeanne Evans,Lauratown,Male
U000179,15,1,279.52,3,1,2,312,Need Attention,U000179,Joseph Rios,Hernandezbury,Other
U000180,306,6,3617.44,1,5,5,155,At Risk,U000180,Stacy Rodriguez,South Warren,Male
U000181,-285,2,772.43,5,2,3,523,Potential Loyalists,U000181,Thomas Charles,Whitneyfort,Other
U000182,-239,2,877.62,5,2,3,523,Potential Loyalists,U000182,Lee Thompson,East Joshua,Female
U000183,-235,4,6193.0,5,5,5,555,Champions,U000183,Shelly Hendrix,Annview,Other
U000185,327,2,2060.9,1,2,4,124,Hibernating,U000185,Scott Scott,Derrickshire,Other
U000186,-216,1,537.2,5,1,2,512,Potential Loyalists,U000186,Brent Stein,Jenniferville,Male
U000187,-59,1,2518.61,4,1,5,415,Potential Loyalists,U000187,Derrick Oconnell,Santosport,Male
U000188,-146,5,5359.41,4,5,5,455,Loyal Customers,U000188,Debbie Velez,East Robertburgh,Female
U000189,101,2,143.82,2,2,1,221,Hibernating,U000189,Benjamin Huff,North Kennethville,Male
U000190,-22,2,534.27,3,2,2,322,Need Attention,U000190,Matthew Gibson,Nelsonville,Other
U000191,-112,1,117.09,4,1,1,411,Potential Loyalists,U000191,Jessica Wong,East Cheryl,Other
U000192,-301,4,1445.8,5,5,4,554,Champions,U000192,Richard Patterson,Morrisbury,Male
U000193,339,2,768.83,1,2,3,123,Hibernating,U000193,Patrick Griffin,West Desireebury,Other
U000195,4,1,97.57,3,1,1,311,Need Attention,U000195,Jeffrey Bernard,Robertside,Female
U000196,312,3,1045.45,1,4,3,143,At Risk,U000196,Katherine Pham,New Seanstad,Male
U000197,346,2,1039.92,1,2,3,123,Hibernating,U000197,Anne Brown,Wilsonborough,Male
U000198,-208,1,432.22,5,1,2,512,Potential Loyalists,U000198,Tracy Nolan,Bryantton,Female
U000199,210,2,638.78,2,2,2,222,Hibernating,U000199,Emily Parker,New Charles,Female
U000200,176,1,71.29,2,1,1,211,Hibernating,U000200,Isabella Weaver,West Robertberg,Male
U000201,250,3,3444.54,1,4,5,145,At Risk,U000201,Tiffany Brewer,Bennettside,Male
U000202,-179,4,1182.77,4,5,3,453,Loyal Customers,U000202,Michelle Wilson,Port Andrewport,Male
U000203,289,5,832.86,1,5,3,153,At Risk,U000203,Jennifer Coleman,Ericborough,Other
U000204,193,4,1505.87,2,5,4,254,At Risk,U000204,Jessica Rodriguez,North Craig,Male
U000205,229,1,1092.48,1,1,3,113,Hibernating,U000205,Carla Warner,New Jeff,Male
U000206,190,4,7260.03,2,5,5,255,At Risk,U000206,Brian Gordon,Joelberg,Other
U000207,310,2,2231.87,1,2,4,124,Hibernating,U000207,Adriana Gutierrez,Peterston,Female
U000208,251,2,1223.85,1,2,3,123,Hibernating,U000208,Shelly Powers,Whiteside,Male
U000209,-303,3,2717.6,5,4,5,545,Champions,U000209,Melissa Turner,Faulknerside,Other
U000210,308,2,2548.26,1,2,5,125,Hibernating,U000210,Paul Scott,North Joseph,Male
U000211,43,1,115.81,3,1,1,311,Need Attention,U000211,Carrie Russo,South Jason,Male
U000212,342,3,852.31,1,4,3,143,At Risk,U000212,Kevin Stout,Rochaborough,Other
U000213,-86,2,958.26,4,2,3,423,Potential Loyalists,U000213,John Morris,Michaelfort,Female
U000214,74,2,46.25,3,2,1,321,Need Attention,U000214,Leah Bowen,New Michelleberg,Other
U000215,-86,2,1799.9,4,2,4,424,Potential Loyalists,U000215,Angela Silva,South Ashley,Male
U000216,217,3,1317.59,2,4,4,244,At Risk,U000216,Andrea Harding,Lake Laura,Female
U000217,-212,6,5164.23,5,5,5,555,Champions,U000217,Jennifer Freeman,Port Adamberg,Other
U000218,-273,5,2468.97,5,5,5,555,Champions,U000218,Jesse Mann,Hopkinstown,Other
U000219,306,5,754.68,1,5,3,153,At Risk,U000219,Andrea Smith,Drakeburgh,Female
U000220,31,3,1541.78,3,4,4,344,Need Attention,U000220,Cole Hernandez,Lauraland,Male
U000221,48,1,193.38,3,1,1,311,Need Attention,U000221,Richard Cunningham,North Richardfurt,Other
U000222,-303,3,435.41,5,4,2,542,Loyal Customers,U000222,Brian Smith,Arielville,Other
U000224,265,1,1294.54,1,1,4,114,Hibernating,U000224,Harry Jefferson,Hickmanport,Male
U000225,259,1,199.04,1,1,1,111,Hibernating,U000225,John Davenport,Camposberg,Other
U000227,-266,2,409.29,5,2,2,522,Potential Loyalists,U000227,Mark Walters,Reynoldsshire,Female
U000228,69,2,2491.59,3,2,5,325,Need Attention,U000228,Christopher Montgomery,Dawsonberg,Other
U000231,189,3,3833.79,2,4,5,245,At Risk,U000231,Paul Miller,East Joseph,Female
U000232,-58,3,273.96,4,4,1,441,Loyal Customers,U000232,Dustin Jackson,Sherylfort,Other
U000233,-290,2,2807.88,5,2,5,525,Potential Loyalists,U000233,James Rodriguez,Brockmouth,Female
U000234,-240,4,7153.88,5,5,5,555,Champions,U000234,Ryan Colon,South Leon,Male
U000235,-107,2,132.83,4,2,1,421,Potential Loyalists,U000235,Tanya Carter,Nicholasfurt,Male
U000238,293,1,26.49,1,1,1,111,Hibernating,U000238,Kristina Jones,Stephensstad,Female
U000239,-4,1,441.04,3,1,2,312,Need Attention,U000239,Lisa Wheeler,Gabrielton,Male
U000242,83,2,1820.07,3,2,4,324,Need Attention,U000242,Robert Nixon,Matthewborough,Male
U000244,345,1,414.5,1,1,2,112,Hibernating,U000244,Frank Riggs,Mullenbury,Male
U000245,-186,1,3613.4,5,1,5,515,Potential Loyalists,U000245,Crystal Lopez,South Brittany,Male
U000248,9,1,120.22,3,1,1,311,Need Attention,U000248,Lisa Mccarthy,West David,Other
U000250,187,3,487.05,2,4,2,242,At Risk,U000250,Heather Brewer,West Megan,Male
U000251,189,1,451.74,2,1,2,212,Hibernating,U000251,Michelle Crane,Ortizfort,Male
U000253,-14,3,1452.66,3,4,4,344,Need Attention,U000253,Gary Ellis,West Kimberlystad,Female
U000254,-261,1,184.85,5,1,1,511,Potential Loyalists,U000254,Katherine Wolf,West Nancy,Male
U000255,66,3,1473.38,3,4,4,344,Need Attention,U000255,Jose Atkins,Port Joan,Other
U000257,249,2,1583.77,1,2,4,124,Hibernating,U000257,Juan Ryan,Stephaniehaven,Female
U000259,134,2,1059.73,2,2,3,223,Hibernating,U000259,Jennifer Poole,Courtneyfurt,Female
U000260,251,1,315.42,1,1,2,112,Hibernating,U000260,Cynthia Beard,Shawnfort,Male
U000261,-178,3,3934.29,4,4,5,445,Loyal Customers,U000261,Aaron Schroeder,Melissaside,Other
U000262,4,4,4977.38,3,5,5,355,Need Attention,U000262,Tammy Summers,New Melissa,Male
U000263,222,3,2717.74,2,4,5,245,At Risk,U000263,Patricia Farmer,North Sarahburgh,Other
U000264,-296,4,800.31,5,5,3,553,Loyal Customers,U000264,Aaron Rubio,Erikview,Other
U000265,-129,1,41.44,4,1,1,411,Potential Loyalists,U000265,Michael Miller,South Diana,Other
U000267,-296,2,204.9,5,2,1,521,Potential Loyalists,U000267,Robert Anderson,West Michaelport,Male
U000268,-76,1,166.78,4,1,1,411,Potential Loyalists,U000268,Kiara Mullins,New Debramouth,Female
U000269,160,2,1156.17,2,2,3,223,Hibernating,U000269,Jason Goodman,North Donaldville,Female
U000270,297,2,935.68,1,2,3,123,Hibernating,U000270,Patrick Richmond,East Angelaport,Male
U000271,8,3,395.09,3,4,2,342,Need Attention,U000271,Hannah Abbott,Phillipston,Male
U000272,-22,4,3601.32,3,5,5,355,Need Attention,U000272,Laura Allen,New Pamelatown,Male
U000273,-148,3,1912.07,4,4,4,444,Loyal Customers,U000273,Sarah Anderson,Bestland,Other
U000276,93,3,2504.9,3,4,5,345,Need Attention,U000276,Brenda Hines,East Christopherchester,Female
U000277,-170,1,668.24,4,1,2,412,Potential Loyalists,U000277,Cheryl Brown,East Tylerstad,Female
U000278,291,1,168.63,1,1,1,111,Hibernating,U000278,Krista Le,Port Rachelmouth,Female
U000279,344,2,835.86,1,2,3,123,Hibernating,U000279,Joseph Brown,Villarrealburgh,Other
U000280,193,4,6495.07,2,5,5,255,At Risk,U000280,Jonathan Garcia,East Brandonstad,Male
U000282,186,4,677.99,2,5,3,253,At Risk,U000282,Jennifer Nelson,East Jeffreyhaven,Other
U000283,-127,1,1487.03,4,1,4,414,Potential Loyalists,U000283,Stephanie Jones,Christophermouth,Other
U000284,155,3,1119.76,2,4,3,243,At Risk,U000284,James Elliott,Cuevasborough,Male
U000286,216,5,2691.27,2,5,5,255,At Risk,U000286,Aaron Sandoval,Woodwardberg,Female
U000287,-291,1,249.36,5,1,1,511,Potential Loyalists,U000287,Christopher Morse,New Codyberg,Other
U000288,-239,4,1290.54,5,5,4,554,Champions,U000288,Preston Vargas,Josemouth,Female
U000289,223,4,3339.91,2,5,5,255,At Risk,U000289,Phillip Decker,East Kimberly,Male
U000291,158,3,4352.07,2,4,5,245,At Risk,U000291,Steven Phelps,East Marymouth,Male
U000292,2,3,1613.58,3,4,4,344,Need Attention,U000292,Jennifer Schmitt,Loriburgh,Male
U000293,42,1,29.43,3,1,1,311,Need Attention,U000293,Richard Chavez,North Bryanbury,Other
U000294,56,1,168.1,3,1,1,311,Need Attention,U000294,Madison Watson,North Jamesmouth,Female
U000295,353,4,617.52,1,5,2,152,At Risk,U000295,Christopher Boone,Underwoodfurt,Male
U000296,-300,1,39.34,5,1,1,511,Potential Loyalists,U000296,Patrick Simmons,Stephensonton,Female
U000297,126,1,63.71,2,1,1,211,Hibernating,U000297,Christina Holland,North Joshuaberg,Male
U000299,-208,5,2697.58,5,5,5,555,Champions,U000299,Kimberly Cooper,North Paula,Female
U000300,-76,1,127.6,4,1,1,411,Potential Loyalists,U000300,Brian Frey,Lake John,Male
U000301,93,2,492.39,3,2,2,322,Need Attention,U000301,Kylie Mclaughlin,Savannahburgh,Male
U000302,-210,2,3096.84,5,2,5,525,Potential Loyalists,U000302,Brittany Drake,New Stacy,Female
U000303,-118,3,166.34,4,4,1,441,Loyal Customers,U000303,Lisa Waller,New Jeffery,Other
U000305,296,1,658.24,1,1,2,112,Hibernating,U000305,Samantha Schroeder,West Kevinberg,Male
U000306,-175,2,54.48,4,2,1,421,Potential Loyalists,U000306,Jessica Kim,Jeffreyshire,Other
U000307,-237,2,752.08,5,2,3,523,Potential Loyalists,U000307,Nicholas Gross,East Carriebury,Other
U000309,-203,3,1236.09,5,4,3,543,Loyal Customers,U000309,Jenna Fowler,West Jonathanville,Male
U000310,129,2,374.98,2,2,2,222,Hibernating,U000310,Brandon Kim,Bellfurt,Male
U000311,-5,1,118.8,3,1,1,311,Need Attention,U000311,Timothy Shields,Andrewview,Male
U000312,44,5,1245.05,3,5,3,353,Need Attention,U000312,Charles Jackson,West Brookefort,Female
U000313,307,1,55.14,1,1,1,111,Hibernating,U000313,Ryan Valdez,East Robert,Female
U000314,-65,1,74.8,4,1,1,411,Potential Loyalists,U000314,Sara Fernandez,Hernandezstad,Female
U000316,-171,1,1101.68,4,1,3,413,Potential Loyalists,U000316,Megan Parker,Lake Amyburgh,Female
U000317,8,2,505.62,3,2,2,322,Need Attention,U000317,Patrick Lopez,Anneberg,Male
U000318,4,2,2985.68,3,2,5,325,Need Attention,U000318,Elizabeth Miller,Port Paulhaven,Male
U000319,-84,3,6877.95,4,4,5,445,Loyal Customers,U000319,Amanda Camacho,Christianton,Female
U000320,-213,1,256.27,5,1,1,511,Potential Loyalists,U000320,Rachel Mcbride,East Lindsey,Male
U000321,276,4,1846.8,1,5,4,154,At Risk,U000321,Rodney Mcneil,Luisland,Female
U000322,245,5,2153.46,1,5,4,154,At Risk,U000322,Angela Arnold,Rodriguezberg,Female
U000323,-14,2,3018.06,3,2,5,325,Need Attention,U000323,Brianna Chang,Mikaylastad,Female
U000324,181,1,283.07,2,1,2,212,Hibernating,U000324,Joseph Pena,New Charlotte,Female
U000325,319,2,1708.47,1,2,4,124,Hibernating,U000325,Benjamin Preston,Andrewport,Female
U000326,245,2,1016.73,1,2,3,123,Hibernating,U000326,Megan Garrison,Schroedermouth,Other
